                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
130,0.72251,0.35811,0.81758,0.83875,0.27124,0.81048,0.97965,0.98643,0.99427,0.85226,0.53036,0.29284,0.7902,0.59099,0.19071,0.78574,0.0007328,0.0007328,0.0007328
131,0.72336,0.3594,0.81696,0.84225,0.27455,0.81145,0.98192,0.98201,0.99426,0.84872,0.54473,0.29287,0.79016,0.59685,0.19091,0.78576,0.0007229,0.0007229,0.0007229
132,0.73216,0.36095,0.81743,0.85323,0.28163,0.81141,0.98437,0.97801,0.99435,0.84868,0.53634,0.2933,0.79064,0.59718,0.19189,0.78657,0.000713,0.000713,0.000713
133,0.7169,0.35513,0.81405,0.83102,0.26851,0.8089,0.9825,0.98151,0.99434,0.85237,0.53598,0.29338,0.78877,0.59279,0.18787,0.78596,0.0007031,0.0007031,0.0007031
134,0.71465,0.35494,0.81783,0.8257,0.26502,0.81181,0.97724,0.98684,0.99442,0.85433,0.5293,0.29118,0.78984,0.59062,0.18477,0.78563,0.0006932,0.0006932,0.0006932
135,0.71783,0.3539,0.81609,0.83261,0.26763,0.81065,0.98839,0.97821,0.99448,0.86115,0.52219,0.28697,0.78761,0.56907,0.18028,0.78372,0.0006833,0.0006833,0.0006833
136,0.70625,0.35216,0.81542,0.82457,0.26824,0.80902,0.98899,0.97901,0.99447,0.8568,0.52187,0.28654,0.78878,0.57727,0.18061,0.78425,0.0006734,0.0006734,0.0006734
137,0.70784,0.35439,0.81381,0.82622,0.26499,0.80837,0.9849,0.98501,0.99445,0.86233,0.51678,0.2866,0.78839,0.56765,0.17675,0.78329,0.0006635,0.0006635,0.0006635
138,0.70446,0.35032,0.81488,0.81376,0.26365,0.80931,0.983,0.9826,0.99422,0.86131,0.51244,0.28471,0.78818,0.56762,0.18152,0.78321,0.0006536,0.0006536,0.0006536
139,0.70905,0.35003,0.81276,0.8233,0.26306,0.80639,0.98261,0.98551,0.99423,0.8646,0.50489,0.28096,0.78758,0.55744,0.17795,0.78292,0.0006437,0.0006437,0.0006437
140,0.69256,0.34464,0.81264,0.80689,0.25764,0.80588,0.98551,0.98584,0.99442,0.86289,0.50645,0.28474,0.78638,0.56329,0.17656,0.78203,0.0006338,0.0006338,0.0006338
141,0.68876,0.34383,0.81333,0.803,0.25877,0.8072,0.98161,0.98695,0.99445,0.87175,0.48722,0.2777,0.78601,0.53563,0.17456,0.78151,0.0006239,0.0006239,0.0006239
142,0.68496,0.34158,0.81297,0.7908,0.25801,0.8057,0.98507,0.97851,0.99429,0.86345,0.51376,0.28072,0.78786,0.55953,0.18018,0.78311,0.000614,0.000614,0.000614
143,0.69057,0.34383,0.8139,0.80234,0.25595,0.80889,0.98232,0.98651,0.99455,0.86275,0.50656,0.28072,0.78763,0.56036,0.1791,0.78315,0.0006041,0.0006041,0.0006041
144,0.69443,0.34647,0.81763,0.80612,0.26559,0.81133,0.98498,0.9829,0.99453,0.86833,0.50372,0.27716,0.78697,0.54784,0.17674,0.78197,0.0005942,0.0005942,0.0005942
145,0.6857,0.34119,0.80942,0.79984,0.26207,0.80323,0.98652,0.98201,0.99437,0.86848,0.49462,0.27598,0.78677,0.54367,0.1781,0.78191,0.0005843,0.0005843,0.0005843
146,0.69132,0.34488,0.81391,0.80467,0.25988,0.8077,0.98656,0.98501,0.99453,0.86823,0.49787,0.27759,0.78615,0.54383,0.17665,0.78156,0.0005744,0.0005744,0.0005744
147,0.67838,0.33978,0.811,0.79326,0.25462,0.80532,0.98246,0.98601,0.99453,0.86709,0.49453,0.27564,0.78569,0.54546,0.17315,0.78065,0.0005645,0.0005645,0.0005645
148,0.67853,0.34018,0.81293,0.79203,0.25546,0.80702,0.984,0.9835,0.9944,0.87049,0.48761,0.2742,0.78558,0.53721,0.1723,0.7806,0.0005546,0.0005546,0.0005546
149,0.66158,0.33469,0.80718,0.77581,0.25169,0.80159,0.98676,0.98251,0.9945,0.87304,0.48471,0.27241,0.78497,0.53613,0.17042,0.78084,0.0005447,0.0005447,0.0005447
150,0.66858,0.33439,0.80968,0.78036,0.24968,0.80403,0.98263,0.98951,0.99455,0.87403,0.48535,0.27058,0.78497,0.534,0.168,0.78025,0.0005348,0.0005348,0.0005348
151,0.65355,0.3308,0.80859,0.7694,0.25164,0.80388,0.98205,0.98423,0.99441,0.86915,0.49222,0.27237,0.7858,0.54023,0.17147,0.78072,0.0005249,0.0005249,0.0005249
152,0.66239,0.33453,0.81001,0.77265,0.25102,0.80444,0.9821,0.98689,0.99434,0.87281,0.48317,0.27022,0.7853,0.53458,0.17176,0.78059,0.000515,0.000515,0.000515
153,0.66169,0.33446,0.80725,0.77433,0.2512,0.80134,0.98846,0.98551,0.99448,0.87078,0.48367,0.27082,0.78527,0.53668,0.16635,0.78052,0.0005051,0.0005051,0.0005051
154,0.65479,0.32835,0.80895,0.7645,0.24736,0.80299,0.98116,0.98905,0.99459,0.8754,0.47626,0.26532,0.78495,0.52576,0.16575,0.78028,0.0004952,0.0004952,0.0004952
155,0.65597,0.33084,0.80873,0.76932,0.25072,0.80385,0.98455,0.98719,0.99459,0.87129,0.48067,0.26683,0.78445,0.53074,0.16405,0.77984,0.0004853,0.0004853,0.0004853
156,0.64389,0.32599,0.80828,0.75634,0.24336,0.8039,0.98169,0.99,0.99461,0.8766,0.47193,0.2631,0.78396,0.52266,0.16215,0.77936,0.0004754,0.0004754,0.0004754
157,0.65404,0.32987,0.81027,0.75967,0.24357,0.80481,0.99218,0.98101,0.99465,0.87824,0.46704,0.26306,0.78373,0.5178,0.15931,0.77954,0.0004655,0.0004655,0.0004655
158,0.64347,0.32662,0.80771,0.75466,0.24342,0.80321,0.98844,0.98301,0.99451,0.88149,0.45783,0.25981,0.78365,0.50723,0.16218,0.77881,0.0004556,0.0004556,0.0004556
159,0.63479,0.3233,0.80785,0.74052,0.23973,0.80111,0.98682,0.98851,0.99462,0.88003,0.4637,0.26178,0.78349,0.51615,0.16158,0.77921,0.0004457,0.0004457,0.0004457
160,0.63648,0.32142,0.80714,0.74111,0.23872,0.80082,0.98809,0.98551,0.9946,0.8819,0.46231,0.2603,0.7833,0.51309,0.16029,0.77877,0.0004358,0.0004358,0.0004358
161,0.64907,0.32719,0.81013,0.75637,0.2456,0.80404,0.98452,0.98551,0.99451,0.87654,0.46964,0.26272,0.78357,0.5223,0.16516,0.77931,0.0004259,0.0004259,0.0004259
162,0.63576,0.32026,0.80723,0.74585,0.24107,0.80161,0.98507,0.98934,0.99468,0.87806,0.46922,0.25913,0.78333,0.51872,0.16224,0.77853,0.000416,0.000416,0.000416
163,0.64247,0.32431,0.80724,0.74927,0.24238,0.80025,0.98652,0.98719,0.99463,0.87495,0.46588,0.26314,0.78338,0.51807,0.16273,0.77883,0.0004061,0.0004061,0.0004061
164,0.62308,0.31939,0.80718,0.72933,0.23397,0.8019,0.99,0.98981,0.99474,0.87954,0.46162,0.25849,0.78318,0.51568,0.15819,0.77825,0.0003962,0.0003962,0.0003962
165,0.62788,0.32026,0.80405,0.73948,0.24137,0.79778,0.98603,0.991,0.99471,0.88045,0.46377,0.25804,0.78327,0.51767,0.15999,0.77842,0.0003863,0.0003863,0.0003863
166,0.6171,0.31566,0.80626,0.72647,0.23751,0.80113,0.97973,0.9905,0.99458,0.88087,0.45815,0.25807,0.78255,0.51,0.15965,0.77802,0.0003764,0.0003764,0.0003764
167,0.62792,0.32105,0.80743,0.74342,0.24502,0.80183,0.98504,0.98715,0.9946,0.88457,0.45064,0.25644,0.78213,0.50022,0.15672,0.77762,0.0003665,0.0003665,0.0003665
168,0.61737,0.31533,0.8087,0.72722,0.23757,0.80275,0.98455,0.98801,0.99461,0.88478,0.45467,0.25638,0.78236,0.50139,0.15934,0.77812,0.0003566,0.0003566,0.0003566
169,0.62133,0.31709,0.80761,0.72258,0.23586,0.80217,0.98535,0.98801,0.99465,0.88485,0.45016,0.2555,0.78214,0.4963,0.15815,0.77735,0.0003467,0.0003467,0.0003467
170,0.60837,0.31177,0.80691,0.71196,0.23322,0.80156,0.9855,0.98496,0.99459,0.88434,0.45395,0.25272,0.78247,0.49832,0.16083,0.7778,0.0003368,0.0003368,0.0003368
171,0.60338,0.31244,0.80335,0.71152,0.23047,0.79978,0.98598,0.98415,0.9946,0.88655,0.44726,0.25297,0.78168,0.49197,0.15963,0.77733,0.0003269,0.0003269,0.0003269
172,0.60494,0.31192,0.80564,0.71386,0.2342,0.79978,0.98799,0.98651,0.99464,0.88644,0.4455,0.25039,0.78159,0.49043,0.15453,0.77688,0.000317,0.000317,0.000317
173,0.59655,0.30898,0.80271,0.69938,0.2296,0.79796,0.98846,0.98488,0.99462,0.88828,0.44639,0.24968,0.78165,0.49052,0.15325,0.77662,0.0003071,0.0003071,0.0003071
174,0.59732,0.3095,0.80339,0.69986,0.23047,0.79805,0.98351,0.9836,0.99449,0.88467,0.44555,0.25067,0.78183,0.49722,0.15882,0.77677,0.0002972,0.0002972,0.0002972
175,0.59807,0.3081,0.80351,0.70245,0.22913,0.79866,0.98799,0.98801,0.99462,0.88995,0.43799,0.24951,0.781,0.48302,0.15356,0.77627,0.0002873,0.0002873,0.0002873
176,0.60667,0.31027,0.80837,0.71393,0.23192,0.8012,0.98757,0.98601,0.9946,0.88792,0.44002,0.24821,0.78165,0.48486,0.15746,0.7762,0.0002774,0.0002774,0.0002774
177,0.58698,0.30239,0.8009,0.69024,0.22357,0.79583,0.98679,0.98701,0.99458,0.88976,0.43882,0.24754,0.78151,0.48421,0.15318,0.77588,0.0002675,0.0002675,0.0002675
178,0.58874,0.30363,0.80483,0.69124,0.22756,0.79963,0.98698,0.98515,0.99457,0.8921,0.43719,0.24819,0.78147,0.47911,0.15329,0.77628,0.0002576,0.0002576,0.0002576
179,0.58835,0.30517,0.80397,0.69004,0.22656,0.79815,0.9855,0.9851,0.99462,0.89115,0.43503,0.24691,0.7808,0.47899,0.15338,0.77597,0.0002477,0.0002477,0.0002477
180,0.60046,0.30603,0.80252,0.70713,0.22949,0.79651,0.9855,0.98523,0.99459,0.89013,0.43521,0.24767,0.78141,0.47626,0.15148,0.77618,0.0002378,0.0002378,0.0002378
181,0.59148,0.30588,0.80321,0.69568,0.22558,0.79879,0.98696,0.98379,0.99457,0.89232,0.43253,0.24555,0.78094,0.47911,0.15305,0.7763,0.0002279,0.0002279,0.0002279
182,0.58334,0.30307,0.80402,0.68657,0.225,0.79796,0.98834,0.98251,0.99458,0.89173,0.42788,0.24524,0.7809,0.47437,0.15561,0.77595,0.000218,0.000218,0.000218
183,0.57914,0.30223,0.80129,0.68841,0.2231,0.7975,0.98786,0.98201,0.99458,0.89148,0.42929,0.24719,0.78063,0.47567,0.15263,0.77585,0.0002081,0.0002081,0.0002081
184,0.56919,0.29663,0.79907,0.66638,0.21747,0.79393,0.98016,0.98951,0.99458,0.89038,0.42653,0.24427,0.78011,0.47361,0.15175,0.77531,0.0001982,0.0001982,0.0001982
185,0.58678,0.30326,0.80385,0.69902,0.22649,0.80039,0.98267,0.98751,0.99462,0.89152,0.42573,0.24317,0.78043,0.47164,0.15366,0.77505,0.0001883,0.0001883,0.0001883
186,0.5784,0.30028,0.79943,0.67967,0.22467,0.79529,0.9831,0.98818,0.99462,0.89229,0.429,0.24274,0.78061,0.47351,0.1544,0.7753,0.0001784,0.0001784,0.0001784
187,0.57078,0.2972,0.79726,0.67869,0.22009,0.79269,0.98648,0.98424,0.99463,0.89267,0.42754,0.24309,0.78072,0.46971,0.15033,0.77522,0.0001685,0.0001685,0.0001685
188,0.57399,0.30019,0.80088,0.6812,0.22314,0.79623,0.98699,0.98585,0.99462,0.89536,0.4222,0.24181,0.77999,0.46374,0.14913,0.77485,0.0001586,0.0001586,0.0001586
189,0.56706,0.29469,0.80383,0.67133,0.21857,0.79746,0.99093,0.98294,0.99466,0.89535,0.41992,0.24023,0.77996,0.46236,0.14767,0.77486,0.0001487,0.0001487,0.0001487
190,0.55421,0.29401,0.80105,0.65966,0.21839,0.79522,0.98506,0.9883,0.99463,0.89376,0.42056,0.24041,0.77975,0.46513,0.14973,0.77461,0.0001388,0.0001388,0.0001388
191,0.58011,0.30784,0.79976,0.66515,0.21395,0.79268,0.98794,0.98259,0.9947,0.89626,0.42764,0.24614,0.7794,0.46952,0.1504,0.77475,0.0001289,0.0001289,0.0001289
192,0.53447,0.28859,0.7968,0.61224,0.1935,0.79023,0.98652,0.98763,0.99471,0.89889,0.41849,0.24224,0.77905,0.46049,0.14762,0.77425,0.000119,0.000119,0.000119
193,0.5219,0.2865,0.7913,0.60001,0.19147,0.78559,0.98409,0.9892,0.99471,0.90139,0.41309,0.24109,0.77865,0.45421,0.14681,0.77392,0.0001091,0.0001091,0.0001091
194,0.50607,0.27989,0.79631,0.58619,0.18804,0.78923,0.9927,0.98601,0.99475,0.90051,0.41112,0.23952,0.77876,0.45101,0.14514,0.77389,9.92E-05,9.92E-05,9.92E-05
195,0.49976,0.27711,0.79086,0.58069,0.18679,0.78362,0.98797,0.9853,0.99465,0.90164,0.40877,0.23774,0.77871,0.44799,0.14679,0.77391,8.93E-05,8.93E-05,8.93E-05
196,0.50755,0.27869,0.79377,0.58473,0.18557,0.78691,0.98846,0.98429,0.99464,0.90303,0.41077,0.23979,0.77911,0.44889,0.14778,0.77414,7.94E-05,7.94E-05,7.94E-05
197,0.50055,0.27621,0.79386,0.57757,0.18448,0.7867,0.98994,0.98395,0.99465,0.90495,0.40541,0.23714,0.77874,0.44484,0.14569,0.77388,6.95E-05,6.95E-05,6.95E-05
198,0.48772,0.27458,0.79031,0.56875,0.18252,0.78479,0.98661,0.98451,0.99463,0.90409,0.40232,0.23534,0.77809,0.44364,0.14548,0.77359,5.96E-05,5.96E-05,5.96E-05
199,0.48495,0.27169,0.79234,0.56059,0.17948,0.78623,0.99043,0.9831,0.99465,0.9045,0.40567,0.2357,0.77835,0.44526,0.14419,0.77377,4.97E-05,4.97E-05,4.97E-05
200,0.47935,0.26782,0.79178,0.55481,0.17775,0.78448,0.9847,0.98551,0.99462,0.90668,0.4019,0.23439,0.77877,0.44164,0.14333,0.77382,3.98E-05,3.98E-05,3.98E-05
